;";show_date;Artist;Title;Album;Year"
288;"288;0_UNK_0;A Tribe Called Quest;Against The World;The Love Movement;1998"
289;"289;0_UNK_0;A Tribe Called Quest;The Love;The Love Movement;1998"
290;"290;0_UNK_0;A Tribe Called Quest;Rock Rock Y'all (feat. Punchline. Wordsworth. Jane Doe & Mos Def);The Love Movement;1998"
291;"291;0_UNK_0;A Tribe Called Quest;Scenario (Remix);The Love Movement Bonus CD;1998"
292;"292;0_UNK_0;A Tribe Called Quest;Money Maker;The Love Movement Bonus CD;1998"
293;"293;0_UNK_0;A Tribe Called Quest;Hot Sex;The Love Movement Bonus CD;1998"
294;"294;0_UNK_0;A Tribe Called Quest;Oh My God (Remix);The Love Movement Bonus CD;1998"
295;"295;0_UNK_0;A Tribe Called Quest;Jazz (We´ve Got) (Re-Recording);The Love Movement Bonus CD;1998"
296;"296;0_UNK_0;A Tribe Called Quest;One Two Shit;The Love Movement Bonus CD;1998"
297;"297;0_UNK_0;A Tribe Called Quest;Excursions;Low End Theory;1991"
298;"298;0_UNK_0;A Tribe Called Quest;Buggin' Out;Low End Theory;1991"
299;"299;0_UNK_0;A Tribe Called Quest;Rap Promoter;Low End Theory;1991"
300;"300;0_UNK_0;A Tribe Called Quest;Butter;Low End Theory;1991"
301;"301;0_UNK_0;A Tribe Called Quest;Verses From The Abstract;Low End Theory;1991"
302;"302;0_UNK_0;A Tribe Called Quest;Show Business;Low End Theory;1991"
303;"303;0_UNK_0;A Tribe Called Quest;Vibes And Stuff;Low End Theory;1991"
304;"304;0_UNK_0;A Tribe Called Quest;The Infamous Date Rape;Low End Theory;1991"
305;"305;0_UNK_0;A Tribe Called Quest;Check The Rhime;Low End Theory;1991"
306;"306;0_UNK_0;A Tribe Called Quest;Everything Is Fair;Low End Theory;1991"
307;"307;0_UNK_0;A Tribe Called Quest;Jazz (We've Got);Low End Theory;1991"
308;"308;0_UNK_0;A Tribe Called Quest;Skypager;Low End Theory;1991"
309;"309;0_UNK_0;A Tribe Called Quest;What?;Low End Theory;1991"
310;"310;0_UNK_0;A Tribe Called Quest;Scenario;Low End Theory;1991"
311;"311;0_UNK_0;A Tribe Called Quest;Midnight Marauders Tour Guide;Midnight Marauders;1993"
312;"312;0_UNK_0;A Tribe Called Quest;Steve Biko (Stir It Up);Midnight Marauders;1993"
313;"313;0_UNK_0;A Tribe Called Quest;Award Tour;Midnight Marauders;1993"
314;"314;0_UNK_0;A Tribe Called Quest;A Million Stories;Midnight Marauders;1993"
315;"315;0_UNK_0;A Tribe Called Quest;Sucka Nigga;Midnight Marauders;1993"
316;"316;0_UNK_0;A Tribe Called Quest;Midnight;Midnight Marauders;1993"
317;"317;0_UNK_0;A Tribe Called Quest;We Can Get Down;Midnight Marauders;1993"
318;"318;0_UNK_0;A Tribe Called Quest;Electric Relaxation;Midnight Marauders;1993"
319;"319;0_UNK_0;A Tribe Called Quest;Clap Your Hands;Midnight Marauders;1993"
320;"320;0_UNK_0;A Tribe Called Quest;Oh My God;Midnight Marauders;1993"
321;"321;0_UNK_0;A Tribe Called Quest;Keep It Rollin';Midnight Marauders;1993"
322;"322;0_UNK_0;A Tribe Called Quest;The Chase. Part II;Midnight Marauders;1993"
323;"323;0_UNK_0;A Tribe Called Quest;Lyrics To Go;Midnight Marauders;1993"
324;"324;0_UNK_0;A Tribe Called Quest;God Lives Through;Midnight Marauders;1993"
325;"325;0_UNK_0;A Tribe Called Quest;Hot Sex;Midnight Marauders;1993"
326;"326;0_UNK_0;A Tribe Called Quest;Push It Along;People's Instinctive Travels And The Paths Of Rhythm;1990"
327;"327;0_UNK_0;A Tribe Called Quest;Luck Of Lucien;People's Instinctive Travels And The Paths Of Rhythm;1990"
328;"328;0_UNK_0;A Tribe Called Quest;After Hours;People's Instinctive Travels And The Paths Of Rhythm;1990"
329;"329;0_UNK_0;A Tribe Called Quest;Footprints;People's Instinctive Travels And The Paths Of Rhythm;1990"
330;"330;0_UNK_0;A Tribe Called Quest;I Left My Wallet In El Segundo;People's Instinctive Travels And The Paths Of Rhythm;1990"
331;"331;0_UNK_0;A Tribe Called Quest;Pubic Enemy;People's Instinctive Travels And The Paths Of Rhythm;1990"
332;"332;0_UNK_0;A Tribe Called Quest;Bonita Applebum;People's Instinctive Travels And The Paths Of Rhythm;1990"
333;"333;0_UNK_0;A Tribe Called Quest;Can I Kick It;People's Instinctive Travels And The Paths Of Rhythm;1990"
334;"334;0_UNK_0;A Tribe Called Quest;Youthful Expression;People's Instinctive Travels And The Paths Of Rhythm;1990"
335;"335;0_UNK_0;A Tribe Called Quest;Rhythm (Devoted To The Art Of Moving Butts);People's Instinctive Travels And The Paths Of Rhythm;1990"
336;"336;0_UNK_0;A Tribe Called Quest;Mr. Muhammad;People's Instinctive Travels And The Paths Of Rhythm;1990"
337;"337;0_UNK_0;A Tribe Called Quest;Ham'N'Eggs;People's Instinctive Travels And The Paths Of Rhythm;1990"
338;"338;0_UNK_0;A Tribe Called Quest;Go Ahead In The Rain;People's Instinctive Travels And The Paths Of Rhythm;1990"
339;"339;0_UNK_0;A Tribe Called Quest;Description Of A Fool;People's Instinctive Travels And The Paths Of Rhythm;1990"
340;"340;0_UNK_0;A Tribe Called Quest;Bonita Appelbum (12 Why);Revised Quest for the Seasoned Traveller;1992"
341;"341;0_UNK_0;A Tribe Called Quest;I Left My Wallet in El Segundo (Vampire Mix);Revised Quest for the Seasoned Traveller;1992"
342;"342;0_UNK_0;A Tribe Called Quest;Description of a Fool (Talkie);Revised Quest for the Seasoned Traveller;1992"
343;"343;0_UNK_0;A Tribe Called Quest;Pubic Enemy (Saturday Night Virus Discomix);Revised Quest for the Seasoned Traveller;1992"
344;"344;0_UNK_0;A Tribe Called Quest;Check the Rhime (Mr. Muhammad's Mix);Revised Quest for the Seasoned Traveller;1992"
345;"345;0_UNK_0;A Tribe Called Quest;Luck of Lucien (Main Mix);Revised Quest for the Seasoned Traveller;1992"
346;"346;0_UNK_0;A Tribe Called Quest;Can I Kick It (Extended Boilerhouse Mix);Revised Quest for the Seasoned Traveller;1992"
347;"347;0_UNK_0;A Tribe Called Quest;Scenario (Young Nation Mix);Revised Quest for the Seasoned Traveller;1992"
348;"348;0_UNK_0;A Tribe Called Quest;If the Papes Come (Remix);Revised Quest for the Seasoned Traveller;1992"
349;"349;0_UNK_0;A Tribe Called Quest;Jazz (We've Got) (Re-Recording);Revised Quest for the Seasoned Traveller;1992"
350;"350;0_UNK_0;A Tribe Called Quest;Butter (Hip Hop Mix);Revised Quest for the Seasoned Traveller;1992"
351;"351;0_UNK_0;A Tribe Called Quest;Bonita Applebum (Hootie Mix);Revised Quest for the Seasoned Traveller;1992"
352;"352;0_UNK_0;A.O.S.;History Repeats Itself;Natural Born Killers Soundtrack;1994"
353;"353;0_UNK_0;A.S.R.A;Chytridiomycosis (A.S.R.A);This Comp Kills Fascists Vol 1;2008"
354;"354;0_UNK_0;A.S.R.A;Cancer (A.S.R.A);This Comp Kills Fascists Vol 1;2008"
355;"355;0_UNK_0;A.S.R.A;Pig Squealer (A.S.R.A);This Comp Kills Fascists Vol 1;2008"
356;"356;0_UNK_0;Aaliyah;Back & Forth;Age Ain't Nothing But a Number;1994"
357;"357;0_UNK_0;Aaliyah;At Your Best (You Are Love);Age Ain't Nothing But a Number;1994"
358;"358;0_UNK_0;Aaron Neville;Hercules;70's Soul Sessions;2004"
359;"359;0_UNK_0;Abalienation;Don't Pay The Poll Tax;Punk's Not Dead-A Tribute to The Exploited;1999"
360;"360;0_UNK_0;Above The Law;Black Superman;Greatest Hip Hop Singles 1994;1994"
361;"361;0_UNK_0;Abrasive Wheels;Banner of Hope [*];Black Leather Girl;2000"
362;"362;0_UNK_0;Abrasive Wheels;Burn 'Em Down;Burning Ambitions;1997"
363;"363;0_UNK_0;Abrasive Wheels;When The Punks Go Marching In;When The Punks Go Marching In;1982"
364;"364;0_UNK_0;Ab-Soul;Bloody Waters (feat. Anderson .Paak. James Black);Black Panther: The Album;2018"
365;"365;0_UNK_0;AC/DC;Big Balls;Dirty Deeds Done Dirt Cheap;2000"
366;"366;0_UNK_0;AC/DC;Thunderstruck;The Razor's Edge;1990"
367;"367;0_UNK_0;Accept;Fight it Back;Balls to the Wall;1990"
368;"368;0_UNK_0;The Accidents;Her Last Dance;All Time High;2004"
369;"369;0_UNK_0;The Accidents;All Time High;All Time High;2004"
370;"370;0_UNK_0;The Accidents;Baby Come Home;All Time High;2004"
371;"371;0_UNK_0;The Accidents;Mean Mean Woman;All Time High;2004"
372;"372;0_UNK_0;The Accidents;Every Beat Of My Heart;All Time High;2004"
373;"373;0_UNK_0;The Accidents;King Of The Night;All Time High;2004"
374;"374;0_UNK_0;The Accidents;Too Much To Drink;All Time High;2004"
375;"375;0_UNK_0;The Accidents;Dancing To The Beat;All Time High;2004"
376;"376;0_UNK_0;The Accidents;Last Sight Of Summer;All Time High;2004"
377;"377;0_UNK_0;The Accidents;Bad Money;All Time High;2004"
378;"378;0_UNK_0;The Accidents;(Im Never Coming) Back To You;All Time High;2004"
379;"379;0_UNK_0;The Accidents;Pan America;All Time High;2004"
380;"380;0_UNK_0;The Accidents;Louise;Poison Chalice;2005"
381;"381;0_UNK_0;The Accidents;Poison Chalice;Poison Chalice;2005"
382;"382;0_UNK_0;The Accidents;Good Girl;Poison Chalice;2005"
383;"383;0_UNK_0;The Accidents;She Walks The Line;Poison Chalice;2005"
384;"384;0_UNK_0;The Accidents;I'm On A Roll;Poison Chalice;2005"
385;"385;0_UNK_0;The Accidents;Ain't No Chance (I'm Working On A Day Like This);Poison Chalice;2005"
386;"386;0_UNK_0;The Accidents;Afterburner;Poison Chalice;2005"
387;"387;0_UNK_0;The Accidents;Wooooly You;Poison Chalice;2005"
388;"388;0_UNK_0;The Accidents;It's Gonna Be Alright;Poison Chalice;2005"
389;"389;0_UNK_0;The Accidents;4 Days Til' Payday;Poison Chalice;2005"
390;"390;0_UNK_0;The Accidents;Angel Of Death;Poison Chalice;2005"
391;"391;0_UNK_0;Ace of Base;All That She Wants;The Sign;1993"
392;"392;0_UNK_0;Ace of Base;Don't Turn Around;The Sign;1993"
393;"393;0_UNK_0;Adam Ant;Room at the Top;Manners & Physique;1989"
394;"394;0_UNK_0;Adam West;On Her Satanic Majesty's Secret Service;ESP: Extra Sexual Perception;2008"
395;"395;0_UNK_0;Adam West;Stag Party;ESP: Extra Sexual Perception;2008"
396;"396;0_UNK_0;Adam West;ESP: Extra Sexual Perception;ESP: Extra Sexual Perception;2008"
397;"397;0_UNK_0;Adam West;Bright Green Horse;ESP: Extra Sexual Perception;2008"
398;"398;0_UNK_0;Adam West;Make a Beeline;ESP: Extra Sexual Perception;2008"
399;"399;0_UNK_0;Adam West;Beyond the Pillars of Hercules;ESP: Extra Sexual Perception;2008"
400;"400;0_UNK_0;Adam West;You're My Solar Flare;ESP: Extra Sexual Perception;2008"
401;"401;0_UNK_0;Adam West;Hot Fudge Saturday and Sundae;ESP: Extra Sexual Perception;2008"
402;"402;0_UNK_0;Adam West;I Already Fucked You... in the Future;ESP: Extra Sexual Perception;2008"
403;"403;0_UNK_0;Adam West;Antelopes & Cantaloupes;ESP: Extra Sexual Perception;2008"
404;"404;0_UNK_0;Adam West;My Love Is Non-Euclidean;ESP: Extra Sexual Perception;2008"
405;"405;0_UNK_0;Adam West;When Girls Collide;ESP: Extra Sexual Perception;2008"
406;"406;0_UNK_0;Adam West;(Bonus Track);ESP: Extra Sexual Perception;2008"
407;"407;0_UNK_0;Adam West;Adam West - Bulletproof;Gutter Demons & Adam West - Split;2005"
408;"408;0_UNK_0;Adam West;Adam West - Manny The Ripper;Gutter Demons & Adam West - Split;2005"
409;"409;0_UNK_0;Adamantium;The Blade Keeps Cutting;Bane / Adamantium;2000"
410;"410;0_UNK_0;Adamantium;Next In Line;Bane / Adamantium;2000"
411;"411;0_UNK_0;Adina Howard;Freak Like Me;Do You Wanna Ride?;1995"
412;"412;0_UNK_0;The Admirals;Got You On My Mind;The Complete Stax/Volt Singles vol 1: 1959-1968 (Disc 4);2000"
413;"413;0_UNK_0;Adolescents;I Hate Children;Adolescents;1981"
414;"414;0_UNK_0;Adolescents;Wrecking Crew;Self Titled;1993"
415;"415;0_UNK_0;Adolescents;LA Girl;Self Titled;1993"
416;"416;0_UNK_0;Adolescents;Self Destruct;Self Titled;1993"
417;"417;0_UNK_0;Adolescents;Kids Of The Black Hole;Self Titled;1993"
418;"418;0_UNK_0;Adolescents;No Way;Self Titled;1993"
419;"419;0_UNK_0;Adolescents;Amoeba;Self Titled;1993"
420;"420;0_UNK_0;Adolescents;Word Attack;Self Titled;1993"
421;"421;0_UNK_0;Adolescents;Rip It Up;Self Titled;1993"
422;"422;0_UNK_0;Adolescents;Democracy;Self Titled;1993"
423;"423;0_UNK_0;Adolescents;No Friends;Self Titled;1993"
424;"424;0_UNK_0;Adolescents;Creatures;Self Titled;1993"
425;"425;0_UNK_0;Adolescents;Welcome To Reality;Self Titled;1993"
426;"426;0_UNK_0;Adolescents;Losing Battle;Self Titled;1993"
427;"427;0_UNK_0;Adolescents;Things Start Moving;Self Titled;1993"
428;"428;0_UNK_0;Adolescents;O.C. Life;Self Titled;1993"
429;"429;0_UNK_0;Adolescents;10;Self Titled;1993"
430;"430;0_UNK_0;Adolescents;Yur 2 Late;Self Titled;1993"
431;"431;0_UNK_0;Adolescents;Everyday;Self Titled;1993"
432;"432;0_UNK_0;Adolescents;One Shot;Self Titled;1993"
433;"433;0_UNK_0;Adolescents;Falling Out;Self Titled;1993"
434;"434;0_UNK_0;Adolescents;Surfside;Self Titled;1993"
435;"435;0_UNK_0;Adolescents;It's Doing Something;Self Titled;1993"
436;"436;0_UNK_0;Adolescents;Fast;Self Titled;1993"
437;"437;0_UNK_0;Adolescents;Section 8;Self Titled;1993"
438;"438;0_UNK_0;Adolescents;Who Is Who;Self Titled;1993"
439;"439;0_UNK_0;Adolf and the Piss Artists;Tomorrow's Empire;Hate Generator;2003"
440;"440;0_UNK_0;Adolf and the Piss Artists;Kill or Incarcerate;Hate Generator;2003"
441;"441;0_UNK_0;Adolf and the Piss Artists;Fire Another Round;Hate Generator;2003"
442;"442;0_UNK_0;Adolf and the Piss Artists;This Is Your Law;Hate Generator;2003"
443;"443;0_UNK_0;Adolf and the Piss Artists;We Don't Pose;Hate Generator;2003"
444;"444;0_UNK_0;Adolf and the Piss Artists;White Flag;Hate Generator;2003"
445;"445;0_UNK_0;Adolf and the Piss Artists;Skunx;Hate Generator;2003"
446;"446;0_UNK_0;Adolf and the Piss Artists;All He Ever Wanted;Hate Generator;2003"
447;"447;0_UNK_0;Adolf and the Piss Artists;For Adolfs Only;Hate Generator;2003"
448;"448;0_UNK_0;Adolf and the Piss Artists;March of the Piss Artists [Live];Hate Generator;2003"
449;"449;0_UNK_0;Adolf and the Piss Artists;Abrasive Punk [Live];Hate Generator;2003"
450;"450;0_UNK_0;Adolf and the Piss Artists;Who's Got the Bombs;Zero Hour;1999"
451;"451;0_UNK_0;Adolf And The Piss Artists;March Of The Piss Artists;Zero Hour;1999"
452;"452;0_UNK_0;Adolf And The Piss Artists;Abrasive Punk;Zero Hour;1999"
453;"453;0_UNK_0;Adolf And The Piss Artists;Terminators;Zero Hour;1999"
454;"454;0_UNK_0;Adolf And The Piss Artists;Whos Got The Bombs;Zero Hour;1999"
455;"455;0_UNK_0;Adolf And The Piss Artists;No Cross To Bear;Zero Hour;1999"
456;"456;0_UNK_0;Adolf And The Piss Artists;Social Force;Zero Hour;1999"
457;"457;0_UNK_0;Adolf And The Piss Artists;False Idols;Zero Hour;1999"
458;"458;0_UNK_0;Adolf And The Piss Artists;Pushed Aside;Zero Hour;1999"
459;"459;0_UNK_0;Adolf And The Piss Artists;You Dont Want To Know;Zero Hour;1999"
460;"460;0_UNK_0;Adolf And The Piss Artists;Death Of Honor Part Ii;Zero Hour;1999"
461;"461;0_UNK_0;Adolf And The Piss Artists;Stand Alone;Zero Hour;1999"
462;"462;0_UNK_0;Adolf And The Piss Artists;Heroes;Zero Hour;1999"
463;"463;0_UNK_0;Adolf And The Piss Artists;Suffragette City;Zero Hour;1999"
464;"464;0_UNK_0;Adolf And The Piss Artists;No Control;Zero Hour;1999"
465;"465;0_UNK_0;Adorable;Homeboy;Against Perfection;1993"
466;"466;0_UNK_0;Adorable;Sunshine Smile;Sunshine Smile;1992"
467;"467;0_UNK_0;Adrenalin OD;New Year's Eve;A.O.D. Themes;2001"
468;"468;0_UNK_0;Adrenalin OD;A.O.D. Theme;A.O.D. Themes;2001"
469;"469;0_UNK_0;Adrenalin OD;Entrapment;A.O.D. Themes;2001"
470;"470;0_UNK_0;Adrenalin OD;Suicide Abortion;A.O.D. Themes;2001"
471;"471;0_UNK_0;Adrenalin OD;World War IV;A.O.D. Themes;2001"
472;"472;0_UNK_0;Adrenalin OD;Mister Rogers;A.O.D. Themes;2001"
473;"473;0_UNK_0;Adrenalin OD;Die For A Cause;A.O.D. Themes;2001"
474;"474;0_UNK_0;Adrenalin OD;Ass Kisser;A.O.D. Themes;2001"
475;"475;0_UNK_0;Adrenalin OD;Scare Tactics;A.O.D. Themes;2001"
476;"476;0_UNK_0;Adrenalin OD;Paul's Not Home;A.O.D. Themes;2001"
477;"477;0_UNK_0;Adrenalin OD;Status Symbol;A.O.D. Themes;2001"
478;"478;0_UNK_0;Adrenalin OD;Hijack The Senior Citizen's Bus;A.O.D. Themes;2001"
479;"479;0_UNK_0;Adrenalin OD;Suburbia;A.O.D. Themes;2001"
480;"480;0_UNK_0;Adrenalin OD;Status Symbol (Version 2);A.O.D. Themes;2001"
481;"481;0_UNK_0;Adrenalin OD;Work Song;A.O.D. Themes;2001"
482;"482;0_UNK_0;Adrenalin OD;Suburbia (Version 2);A.O.D. Themes;2001"
483;"483;0_UNK_0;Adrenalin OD;Trans-Am;A.O.D. Themes;2001"
484;"484;0_UNK_0;Adrenalin OD;Old People Talk Loud (Version 2);A.O.D. Themes;2001"
485;"485;0_UNK_0;Adrenalin OD;House Husband;A.O.D. Themes;2001"
486;"486;0_UNK_0;Adrenalin OD;Mischief;A.O.D. Themes;2001"
487;"487;0_UNK_0;Adrenalin OD;Status Symbol (Version 3);A.O.D. Themes;2001"
488;"488;0_UNK_0;Adrenalin OD;Old People Talk Loud;A.O.D. Themes;2001"
489;"489;0_UNK_0;Adrenalin OD;Old People Talk Loud;Let's Barbeque Ep;1983"
490;"490;0_UNK_0;Adrenalin OD;Trans Am;Let's Barbeque Ep;1983"
491;"491;0_UNK_0;Adrenalin OD;House Husband;Let's Barbeque Ep;1983"
492;"492;0_UNK_0;Adrenalin OD;Mischief Night;Let's Barbeque Ep;1983"
493;"493;0_UNK_0;Adrenalin OD;Status Symbol;Let's Barbeque Ep;1983"
494;"494;0_UNK_0;Adrenalin OD;Old People Talk Loud;Sittin' Pretty;1995"
495;"495;0_UNK_0;Adrenalin OD;House Husband;Sittin' Pretty;1995"
496;"496;0_UNK_0;Adrenalin OD;Hijack;Sittin' Pretty;1995"
497;"497;0_UNK_0;Adrenalin OD;Corporate Disneyland;Sittin' Pretty;1995"
498;"498;0_UNK_0;Adrenalin OD;Trans Am (The Saga Continues);The Wacky Hi-Jinks of...Adrenalin O.D.;2008"
499;"499;0_UNK_0;Adrenalin OD;Suburbia [*];The Wacky Hi-Jinks of...Adrenalin O.D.;2008"
500;"500;0_UNK_0;Adrian Belew;Oh Daddy;Mr. Music Head;1989"
501;"501;0_UNK_0;The Adverts;Great British mistake;Crossing the red sea with the;2011"
502;"502;0_UNK_0;The Adverts;One Chord Wonders;No Thanks! The '70s Punk Rebellion (Disc 1);1977"
503;"503;0_UNK_0;The Adverts;Gary Gilmore’s Eyes;No Thanks! The '70s Punk Rebellion (Disc 2);1977"
504;"504;0_UNK_0;Aerosmith;Livin' on the Edge;Get a Grip;1993"
505;"505;0_UNK_0;Aerosmith;Amazing;Get a Grip;1993"
506;"506;0_UNK_0;Aerosmith;Cryin';Get a Grip;1993"
507;"507;0_UNK_0;Aerosmith;Dream On;Greatest Hits 1973-88;2006"
508;"508;0_UNK_0;The Afghan Whigs;Conjure Me;Congregation;1992"
509;"509;0_UNK_0;The Afghan Whigs;Debonair;Gentlemen;1993"
510;"510;0_UNK_0;The Afghan Whigs;Turn On The Water;Turn On The Water;1992"
511;"511;0_UNK_0;Afrika Bambaataa;Zulu Nation Throw Down Vol. 1 w/ Cosmic Force;Hip Hop Family Tree Vol. 1;1982"
512;"512;0_UNK_0;Afrika Bambaataa;Zulu Nation Throw Down Vol. 2 w/ Soul Sonic Force;Hip Hop Family Tree Vol. 1;1982"
513;"513;0_UNK_0;Afrika Bambaataa;Jazzy Sensation w/ The Jazzy 5;Hip Hop Family Tree Vol. 1;1981"
514;"514;0_UNK_0;Afrika Bambaataa;Planet Rock (w/Soulsonic Force);Hip Hop Family Tree Vol. 2;1982"
515;"515;0_UNK_0;Afrika Bambaataa;Looking For The Perfect Beat (12' Version w/ Soulsonic Force);Hip Hop Family Tree Vol. 2;1983"
516;"516;0_UNK_0;Afrika Bambaataa;Renegades of Funk [12' Version w/ & Soulsonic Force];Hip Hop Family Tree Vol. 2;1983"
517;"517;0_UNK_0;Afrika Bambaataa;Jazzy Sensation (Bronx version);Hip Hop Family Tree Vol. I;1981"
518;"518;0_UNK_0;After 7;'Til You Do Me Right;Reflections;1995"
519;"519;0_UNK_0;Against All Authority;Sacco And Vanzetti;Against All Authority-The Pist Split 7 Inch;1996"
520;"520;0_UNK_0;Against All Authority;Threat;Against All Authority-The Pist Split 7 Inch;1996"
521;"521;0_UNK_0;Against All Authority;Alba;Against All Authority-The Pist Split 7 Inch;1996"
522;"522;0_UNK_0;Against Me!;Impact;Crime as Forgiven By...;2005"
523;"523;0_UNK_0;Against Me!;What We Worked For;Crime as Forgiven By...;2005"
524;"524;0_UNK_0;Against Me!;Walking Is Still Honest;Crime as Forgiven By...;2005"
525;"525;0_UNK_0;Agathe & Fine;Green Grass;Female Tribute To Tom Waits - Vol.2 Disc 1;2008"
526;"526;0_UNK_0;Age of Chance;Time’s Up;Mecca;1989"
527;"527;0_UNK_0;Agent Orange;Bloodstains;Bloodstains Across California;1993"
528;"528;0_UNK_0;Agents of Satan;Joe Ryder (Doomryder) (Agents of Satan);This Comp Kills Fascists Vol 1;2008"
529;"529;0_UNK_0;Agents of Satan;Rape 'em All and let God Sort 'em Out (Agents of Satan);This Comp Kills Fascists Vol 1;2008"
530;"530;0_UNK_0;Agents of Satan;Skrote Skin Mask (Agents of Satan);This Comp Kills Fascists Vol 1;2008"
531;"531;0_UNK_0;Agents of Satan;Kill For Baloff (Agents of Satan);This Comp Kills Fascists Vol 1;2008"
532;"532;0_UNK_0;Agnostic Front;I Wanna Know;Dead Yuppies;2001"
533;"533;0_UNK_0;Agnostic Front;Out Of Reach;Dead Yuppies;2001"
534;"534;0_UNK_0;Agnostic Front;Everybody's A Critic;Dead Yuppies;2001"
535;"535;0_UNK_0;Agnostic Front;Liberty;Dead Yuppies;2001"
536;"536;0_UNK_0;Agnostic Front;Club Girl;Dead Yuppies;2001"
537;"537;0_UNK_0;Agnostic Front;Uncle Sam;Dead Yuppies;2001"
538;"538;0_UNK_0;Agnostic Front;Urban Decadence;Dead Yuppies;2001"
539;"539;0_UNK_0;Agnostic Front;Love To Be Hated;Dead Yuppies;2001"
540;"540;0_UNK_0;Agnostic Front;No Mercy;Dead Yuppies;2001"
541;"541;0_UNK_0;Agnostic Front;Politician;Dead Yuppies;2001"
542;"542;0_UNK_0;Agnostic Front;Pedophile;Dead Yuppies;2001"
543;"543;0_UNK_0;Agnostic Front;Alright;Dead Yuppies;2001"
544;"544;0_UNK_0;Agnostic Front;Dead Yuppies;Dead Yuppies;2001"
545;"545;0_UNK_0;Agnostic Front;Standing On My Own;Dead Yuppies;2001"
546;"546;0_UNK_0;Agnostic Front;Liberty & Justice;Liberty and Justice;1987"
547;"547;0_UNK_0;Agnostic Front;Crucial Moment;Liberty and Justice;1987"
548;"548;0_UNK_0;Agnostic Front;Strength;Liberty and Justice;1987"
549;"549;0_UNK_0;Agnostic Front;Genesis;Liberty and Justice;1987"
550;"550;0_UNK_0;Agnostic Front;Anthem;Liberty and Justice;1987"
551;"551;0_UNK_0;Agnostic Front;Another Side;Liberty and Justice;1987"
552;"552;0_UNK_0;Agnostic Front;Happened Yesterday;Liberty and Justice;1987"
553;"553;0_UNK_0;Agnostic Front;Lost;Liberty and Justice;1987"
554;"554;0_UNK_0;Agnostic Front;Hypocrisy;Liberty and Justice;1987"
555;"555;0_UNK_0;Agnostic Front;Crucified;Liberty and Justice;1987"
556;"556;0_UNK_0;Agnostic Front;Censored;Liberty and Justice;1987"
557;"557;0_UNK_0;Agnostic Front;Do or Die;Something's Gotta Give;1998"
558;"558;0_UNK_0;Agnostic Front;Victim In Pain;Victim In Pain;1984"
559;"559;0_UNK_0;Agnostic Front;Remind Them;Victim In Pain;1984"
560;"560;0_UNK_0;Agnostic Front;Blind Justice;Victim In Pain;1984"
561;"561;0_UNK_0;Agnostic Front;Last Warning;Victim In Pain;1984"
562;"562;0_UNK_0;Agnostic Front;United & Strong;Victim In Pain;1984"
563;"563;0_UNK_0;Agnostic Front;Power;Victim In Pain;1984"
564;"564;0_UNK_0;Agnostic Front;Hiding Inside;Victim In Pain;1984"
565;"565;0_UNK_0;Agnostic Front;Fascist Attitudes;Victim In Pain;1984"
566;"566;0_UNK_0;Agnostic Front;Society Sucker;Victim In Pain;1984"
567;"567;0_UNK_0;Agnostic Front;Your Mistake;Victim In Pain;1984"
568;"568;0_UNK_0;Agnostic Front;With Time;Victim In Pain;1984"
569;"569;0_UNK_0;Agoraphobic Nosebleed;Malformed;Drum Machine Madness;2003"
570;"570;0_UNK_0;Aileen Loy & Blue Valentines;Big In Japan;Female Tribute To Tom Waits - Vol.1 Disc 1;2008"
571;"571;0_UNK_0;Aileen Loy & Blue Valentines;Diamonds And Gold;Female Tribute To Tom Waits - Vol.1 Disc 2;2008"
572;"572;0_UNK_0;Aitia;It's About Time;Demo 2003;2003"
573;"573;0_UNK_0;Aitia;The Current;Demo 2003;2003"
